Country,Year,Temperature_Anomaly,CO2_Emissions,Population,Forest_Area,GDP,Renewable_Energy_Usage,Methane_Emissions,Sea_Level_Rise,Arctic_Ice_Extent,Urbanization,Deforestation_Rate,Extreme_Weather_Events,Average_Rainfall,Solar_Energy_Potential,Waste_Management,Per_Capita_Emissions,Industrial_Activity,Air_Pollution_Index,Biodiversity_Index,Ocean_Acidification,Fossil_Fuel_Usage,Energy_Consumption_Per_Capita,Policy_Score,Average_Temperature
Country_9,2015,0.5569455879619238,88610782.6445629,1260163209.1840148,53.66075847363992,43803831711.10054,3.015947064861968,7987902.200350817,20.48449423572787,5.917436184010061,71.77381475728977,4.527014900742868,44,3056.9041545814293,2038.7390617448395,98.73895996567092,8.603118484218772,53.869893168032135,175.49270068280205,35.20086177525622,8.416710268527279,85.30935734350587,1062.3092092808429,62.262623153475005,-2.873141034288409
Country_139,2023,-1.841118724980339,482109333.8571314,546797153.299306,85.34082736373279,2718842706805.3984,86.31930539371898,7988430.178649367,5.274233656822737,2.413782843404793,63.47391246977791,2.9845777692084963,44,4520.469493705373,1923.733912246898,54.72924277260509,10.630206307425738,18.116636697152533,126.7658122116426,14.616887146345393,8.174825930832036,14.429786158680448,4576.367496890753,7.337586172916466,22.534514919977997
Country_131,2023,1.03174581692685,573484189.9775854,1041592736.6253442,17.76462774610994,4470306193529.832,0.9197771447814418,1513070.4424929796,46.31293313746046,12.282206954109803,1.097719430116073,3.708473053129981,42,2591.215330289558,1008.0033410491548,40.89185026639005,9.162773736627305,85.55892896840687,179.01253768806637,13.095503315391532,7.744139989530759,19.59901914718426,2284.023381293877,90.01784167202077,0.5169497460705372
Country_13,2021,-0.2581984612102874,736413135.574061,321769224.0083629,92.01375331501322,5625941452063.677,51.73437294704083,4501408.744071287,-4.839529314559651,6.765302539024099,38.453443082854335,2.9582489598297457,29,4942.458636527814,2279.4564321601024,45.14153906981371,11.641045087637256,46.28731763061554,48.12115846986566,72.31570911233152,7.929637129096782,3.0954354523558214,4353.460707198336,6.530329459140194,-4.090795070587219
Country_62,2021,1.5269473198470518,35842841.094009675,185341886.86813727,77.5614571158008,5026819888946.141,6.509529959469362,8461277.721709274,44.49091592448704,11.10480924573533,66.27174439928679,1.360838668805533,20,1140.30536028241,1241.2195600983678,78.15977392531468,7.528393422382839,16.175760280023088,72.79427313728436,20.72004282253936,7.690167734457139,19.015997398036056,3873.370264289826,88.44752472690115,36.89484822708382
Country_28,2014,1.3860112536841045,914234165.714362,589421790.4870712,86.15595265623412,9372890751345.69,56.02245268699132,6925038.883305375,-2.2616362152686618,9.7913579147793,96.09705821789488,1.2362960144423645,24,3282.4330314151525,829.9793923417458,95.410941676073,15.630705724146983,51.85987273825433,62.63502972164654,16.945365187315954,7.923436254138587,4.634263018622775,4396.299218884697,80.33046281660188,-1.445209681385725
Country_121,2019,1.478381820038857,819443169.7483099,938300441.7508628,34.98446233874439,2876969560839.856,34.53767709185258,502131.82989910897,24.22213842221681,4.36180064369269,95.86625620132988,1.6380097782856122,37,4058.9779123022977,2103.3037383247365,36.488279323095774,16.780903291564574,52.57769100858201,89.1692538806848,5.50231676388242,8.499628098533536,7.487927490376933,4730.309180678298,71.40866298216338,5.641563385694624
Country_155,2018,-0.6904633594461025,200824687.14882293,576380084.7120395,75.32208729861834,4512407332983.241,19.234331573084816,6609889.830191965,29.515579857403026,9.612355615602423,66.79404467563923,2.434581439678311,27,934.4226738555876,996.6012609846462,56.2088634594714,11.92924655999172,13.154515140661472,250.1820589254837,99.00275368440066,8.07776791211807,14.354744543269115,794.3391537169691,48.26910377025807,9.09753041238983
Country_152,2016,1.5295280287239654,379142187.0290946,449907785.6418977,21.60460868032663,8676464972102.652,12.428427794527863,3212619.0529282205,38.16274412270504,2.267162862108502,44.67156667032277,1.0399187973373347,39,577.2764151819963,1154.2293519679115,88.65390222542025,7.822991703027187,88.77658392361369,281.0088307034175,93.60521905691056,8.420000788190709,47.47596167513651,3164.631754956203,19.47547160173552,20.765032338833787
Country_81,2015,1.114529178663938,927291648.7897172,750246851.9710265,96.14988482627886,9853998228199.072,38.10982955843705,8650212.29647731,12.82719921562308,9.178764518938774,28.086353120865848,2.032638268662097,18,3163.450174320564,811.3789043690796,74.57720476788474,18.943944938099214,73.87123249039578,164.77283135422385,70.26020279304866,7.560536905254978,31.81486265233887,265.84746421929657,5.860477659340491,3.412673066833186
Country_183,2014,1.5761137706531565,69289524.65645759,1389779146.337597,53.01495028311687,4714685258945.858,28.358820613681857,4608671.17270556,36.647421733987386,4.343874139377324,56.19043159216508,2.244372778298544,29,2781.444237355824,1534.7994187530164,47.88856288691397,18.25810138333584,99.77595645472763,88.16237543607906,77.60298831243229,7.982756191698631,18.862900972584598,1513.7001196598935,62.42231681909968,-1.5731149129422164
Country_69,2021,0.2296654151200678,122587641.26631571,535781956.53606415,32.32572116967185,9715144244233.36,13.982871280780008,8629487.848737689,22.31436285021664,5.015709733383647,81.28100461488319,3.8869501777194735,37,4789.966571510979,594.5353282345833,14.14524578505507,10.178787182706476,22.813875486766467,42.39217749843426,89.12210270634915,7.532101753958016,90.48909705667968,1943.8675478188047,46.66631581481499,3.968269151927576
Country_164,2022,1.6684664969652143,655024589.1403216,218598864.82063583,4.693361757563519,4041020993742.408,10.0059070421754,1878572.38888238,22.472750445547565,1.253768660979011,66.35600510888213,2.886711924641613,22,2700.227047612808,1375.9544381091314,82.26126538554321,16.626755502126343,44.89422479087347,43.5730819978459,95.47558692408712,8.125176040048055,22.979628280826383,1048.2932202114876,34.51384844543492,24.758358654113472
Country_195,2014,-0.6669297299815575,123381581.96738368,446593342.410872,92.93460101271089,1458440525991.5718,9.857844332399468,4489481.010385876,32.1130883170762,2.877952452246956,88.89804655186914,2.2916061174235414,48,4036.282285587765,2363.095497596087,83.65535917304787,5.67371955464399,82.88218560434785,49.07058769555445,53.04542541936809,8.054119232355319,87.539599061273,3233.5324140698017,72.53907678830328,-3.159583463713558
Country_37,2019,0.1134564121349028,366807972.7758928,950854161.0963292,88.24499023128048,7902553440791.057,3.2210841412303903,6971230.606673135,48.68440737478439,9.596804795745845,81.90739601752011,2.494427804303795,2,1428.566904289321,1646.4122596573386,95.1776481690732,2.258659386216395,43.17962587181314,277.26445583720675,13.50465634774215,7.537712015364018,6.525776047836507,578.6347827425802,12.773992101370125,-6.118344611228107
Country_97,2021,-0.4751898115493893,742331051.5472151,707979436.3963621,85.10181916600776,2975269574257.6465,7.1330339680286015,3300946.224061518,25.15902102115436,1.798056437694724,92.44555225938782,1.622998665556581,25,4611.521379335044,1500.2156775553046,99.4122594442668,7.5295705526233885,49.183591153076414,215.71785197968035,38.87310755480173,7.6823130793915,24.488856093484767,947.819388448808,41.76610837777505,26.111352561884388
Country_172,2014,1.1077544373620802,898593280.2352519,1361838361.2759953,2.1825518107783104,4179777982780.906,49.05647889399434,107320.3811712031,26.073742744681184,3.886055373527499,81.74160014303494,1.2043841283463026,13,4358.097777901765,541.838905041995,58.569753541789616,7.390379759454793,91.68167173157195,162.3449947867093,29.07205584723418,7.988071442597256,49.74710781988657,3090.801880969165,71.78051409199152,14.597139691444871
Country_25,2022,-0.2310212445174237,530009238.9751234,738037809.7483459,64.89342928771748,3023270002809.3657,49.485132847979074,860289.753951169,22.285430955530177,3.720164091342487,14.158508763200029,4.258105737772182,16,1910.813021282074,1648.20009894077,31.87763992526511,4.305760369524354,51.22367249711702,219.81785198719012,93.0076819755805,7.798504048010494,2.406815933001605,2224.216797194116,11.443191977017964,32.860410005665216
Country_174,2022,1.669890728027231,807114347.261442,330301229.610665,39.011094253718326,4125213285091.8936,67.59583219343703,5042980.419841636,14.639037650700288,1.5640574215303522,57.17828025190313,1.2246089148679111,8,3043.517378172417,1885.2987702704868,58.32633685174186,0.96831759999912,60.89363212658212,281.0252973556809,41.35497708392846,7.759247227668098,61.89041728941861,4681.69939566656,16.631508019053655,8.178904267443631
Country_161,2018,0.6580184666765079,156816909.4016733,83276181.11172238,12.060469703754272,9383011596473.629,36.54376370524884,2862441.6723704687,28.93909821240922,2.147465492118871,70.28400438792598,1.6289665104778606,9,888.1445524361069,1165.4654692183149,58.49564970701984,13.809723706764617,97.42825863834122,260.27902728087207,43.843726572782806,8.472569293002238,71.4997348385595,2215.2772839115296,86.71794108157695,-4.630040525938608
Country_39,2018,-0.2537648019699361,595891248.1379316,341082102.9808051,74.85917220748742,83193083527.17653,11.789940999298896,22773.04868298423,8.000780679290635,8.926753969162416,27.000498269467275,0.0811395071305648,7,3303.4498256566912,599.9571019359413,47.00288387902568,3.219987538134763,21.25943432251368,287.25991771595545,62.81037506985952,7.816967294303815,66.4872317141662,4983.863163067356,81.4254969753502,11.734646319201604
Country_170,2022,-0.8359174437177894,777435592.4380012,813836791.3090999,52.90771371428158,3914709858829.532,96.76423857945451,6120370.258360391,0.8413612439926146,10.655507154307973,29.659339232742557,0.61287587426955,41,3924.352837483891,2203.088719449222,89.74659728235316,0.0721171517090302,95.52629174021064,188.07091917173491,96.49511443180803,7.968457601226322,39.723139022470434,2235.8823190774506,91.70890464970002,38.59913545348619
Country_150,2019,0.7300895089878643,387291546.7733541,292662392.0208385,45.36361672833908,67733701491.68875,47.656222552621465,2826904.3424994266,14.775370656467071,10.857626260926963,20.11195978377036,0.3211461376306351,15,4421.229853429026,1849.4250409990225,96.5910956381322,19.017913012861367,67.23505944995183,212.3280978964557,29.244864582218632,8.255662147678732,31.940277664440075,3714.3974423277223,32.30888710538573,23.95767030904716
Country_54,2020,1.5649580953100894,632291858.944137,305131159.48905414,42.205922897626046,3028629558183.561,46.287674087219735,3564748.151833698,25.09747346087364,2.232174775962048,67.0824771151965,1.1845838289190735,26,660.0016719528692,2055.5589074108584,53.29270640826888,4.66059069142712,56.15286427212255,284.61416868823386,93.76448532182545,8.480787399526923,45.76633898711303,4380.452477842076,1.9305908594300591,21.784831701168898
Country_101,2016,-0.5713916633543237,582823808.9861177,50914613.84935257,85.09636387800174,8551452117660.391,25.81835264024782,8985678.542414332,2.609322591404164,3.5335590292560823,59.30342305673834,3.006500703757029,49,3547.3729545322512,1801.3920968893178,60.231297046543474,4.11721717418208,39.27569227552677,267.05279596103026,19.25507861927081,8.36823986994765,43.33585770972327,1675.0234602682422,29.18194502425746,7.311505140895829
Country_108,2019,-0.839138783489187,90973601.90153512,547646066.8253807,75.25994963281374,2088001823873.6887,86.13417200076768,7886785.916658159,24.619796836255464,5.064522126898373,51.51554865917141,0.805906411762512,29,3222.54761587084,1992.592465719496,25.945061247319167,5.788507195487902,32.46941515847151,21.46030980891266,81.17932208167372,7.53356518279142,11.57830152598075,1111.7440635239473,21.531473709066628,-8.39328544785793
Country_109,2021,1.8686074539993005,106547899.53552438,927550921.0616132,4.21705627265122,9074988671540.867,11.909545289216128,2943353.2162498776,13.170679100132862,11.282560915735695,47.165378742056255,3.715122830843773,34,3646.767330334717,1382.6835381677893,15.754629735153047,6.214493961323524,87.23560218124193,95.07205519744488,63.662732709036426,7.688166192388291,0.2118202410079095,3119.361191657719,18.07758068283739,10.839992343397306
Country_116,2022,-0.6004333796228196,110786696.75497228,957281868.145069,60.07183249930339,2565248589620.7046,40.90373667424515,8083453.596250645,3.2865607420247898,11.75861565935736,77.21159230176374,4.128415641960713,42,2539.568860559744,2496.777807373951,46.85720884073204,9.86177974712114,32.50337291183568,250.17616480261543,80.15035428876985,8.310080711134454,96.66260418783558,3070.3265186622334,98.50443759584496,9.420092739403032
Country_147,2018,-1.7406664097363866,854729825.1762727,195723584.9615209,45.32258714578483,7651129458703.224,52.73238327979956,7335738.126032133,47.51982617908964,11.022031438930656,74.26039751179255,2.105335823759375,8,4291.7857396904965,1140.8582217704277,51.89878830410628,2.6635555297705693,90.13117449694047,20.926547547237284,58.92627109648208,7.820765163908156,71.7813803074292,3658.273086934154,18.94343862388663,4.168722169496212
Country_96,2019,1.5262205877821522,454748734.8360484,1435859234.9713404,49.46398819619072,9184434565430.713,18.116522558541703,6541945.04041228,46.70751014399249,1.2369574116382194,83.53782227031877,4.974473064446533,3,1012.08859991281,2382.5511292378,55.39624600949252,18.87194259102476,49.09311619553903,169.93455609015223,87.13562110544046,7.860426355508393,58.4982518941789,799.7276546159853,71.89071519280235,37.06153069048201
Country_85,2017,0.0973082308240567,143625924.48492256,867646573.4145834,19.939831230946105,2636173061010.218,12.739061321790569,7456772.727054537,2.7998515068018115,5.713298601478543,41.15838823337582,2.9663163006781823,38,761.3733845973541,586.6708642401353,94.29776976838582,3.622620977977247,17.280144459849012,151.2540043308011,79.84825031756894,7.608069543941199,22.979531325648427,3282.2134719302426,44.11194665677588,-2.385916938312562
Country_101,2018,-1.832194499577508,870119740.8434631,398538146.623208,64.8767441582361,1722606996829.7476,74.63171934331491,7180158.387767986,29.628974652054865,12.746703964518634,10.465815392764044,0.882470177284016,28,636.7982386232629,1159.5730586232908,42.51289054557788,1.9598996247118872,28.985629453204066,168.05824846337407,97.8632240895393,8.341681752959705,18.935745135259356,4422.648236398741,16.421675236888365,-4.024988533733928
Country_23,2015,-0.0779245995426141,295375285.3883705,1234291994.213253,51.195385956289705,2661291976437.2534,7.303888000196157,4131944.126930354,30.485757688535585,13.616343649430538,63.629326125054064,1.2111694447528285,13,969.6189781215362,1411.8240387725473,51.41404376493335,13.680782199326302,32.128725485561105,241.08434322790967,37.569903053644005,7.689684040461596,7.896094100061013,2290.130539833665,22.25813673308923,-7.731510935120736
Country_180,2018,-0.2067583082364597,990996692.2151763,226912237.83365437,44.789266340863584,655974332926.2449,36.58523195632915,2984520.9812588333,22.34861107946585,10.622564770032795,67.93397255971541,2.951492040448155,46,3148.876162622368,1045.8056350020308,8.760283836328387,8.7409863704619,20.120670000624557,122.00529976223142,96.74161568096144,7.645799660658851,63.80609631862121,2538.028988319583,49.59136509210311,24.965072446543694
Country_163,2019,1.7679943791936394,861996063.3644829,926958683.2434398,97.29809153249094,1308396921251.5437,0.9465151547299656,7666766.040983464,36.793399889388674,11.612416362737928,47.59516137650909,0.2922316795673191,40,690.612334070041,2347.2830513808203,65.48255355080865,16.399161257335653,79.839590137761,162.62005289439736,92.6611507398056,8.075788263232504,51.72945375844127,1591.1088576127106,66.8343853593354,1.0711437338011578
Country_90,2018,0.1586632483545931,195481083.5196614,619290323.6047254,55.6784001085735,6392223462792.572,2.966877527994538,1078820.1607962616,49.89795586721485,10.99516349797469,5.530333191339731,4.809376995399949,18,1992.3067551358315,1383.1943894894548,74.26437795021192,11.101393560552708,51.5510342090092,135.88654857487128,35.03084149357323,8.19966579635638,62.10975623421007,4428.919575085054,68.37617284225989,22.70672634779528
Country_177,2023,0.0506626249897199,699576008.4111756,578007360.1070489,23.19218906475341,7298015879889.185,88.64585488229395,1746655.411651262,5.573403521754704,4.291213760144336,25.677795692258886,0.3718592591372976,37,2100.2655281686434,1656.2238536440236,56.98523406954673,4.327066308551735,99.58096380340784,140.89413879466863,45.48534118827649,8.26379101093156,90.57367457754115,711.6448503982916,90.42727572834886,28.07132731215205
Country_190,2015,-1.2590665287246687,883807235.0933114,1104871580.3153226,24.54778661585941,8026095137064.005,91.5556307479455,1839753.057056086,4.435760824068524,7.46901278656016,47.42813088369354,4.679722891511177,33,1331.027854310485,1642.6623684888457,33.87646972972909,17.150419955780055,91.23222398873529,42.08508880439956,42.40188737592311,7.822092323341199,12.972350581664973,3339.613194903969,50.90471018956091,8.885116146643398
Country_128,2013,-0.1597825005623092,966607490.5988857,593525104.0260282,79.83464265952223,8595667477165.727,0.7309980855849663,4203392.795016747,19.0447776023283,8.296023345476781,60.08344905131528,4.272132403437378,41,1089.4302470877742,1147.382760197541,51.06913281622998,2.873279307298804,4.5468752901048575,13.915421310870457,53.71374883520528,7.683465980187008,1.8973256044180764,635.98962646861,40.68286645394189,4.066419121201928
Country_99,2014,-1.096425803110535,969737968.727774,691775678.6539929,53.444229535690994,1270220944780.465,40.38325547818995,9239670.55145516,47.19439208572361,3.665692054013517,8.351540178829342,2.966421847492012,12,2124.428617489919,581.3372001893491,42.635044830152125,1.271022214252462,1.6643354742109429,200.95949958399623,6.293848537158286,7.538051480681858,49.47967476500816,2993.302696503305,32.75676742237022,-9.472355022028236
Country_9,2018,-0.0202127901567985,1807093.9383961093,386447101.030597,31.6898566687435,2186606841182.8577,95.44492596793262,9713632.5013111,3.236328414127524,13.304417753476669,87.79765327997696,4.7970312935230055,4,1635.7052132551282,2227.014709757298,23.53100071975924,10.58436100728279,48.44252799906358,126.21672358417524,81.76772917641529,7.626403797957462,5.021005202538897,4828.86560488891,67.48127819238185,26.523759452040736
Country_74,2021,-1.490217365078807,297362859.4791154,1225011031.0776465,55.91258307085264,7858725764947.875,29.836053566402462,8335220.754579758,30.77131723498738,12.886474937388932,94.1652413633524,4.04577993685014,21,2282.5777284085298,2462.349673658324,24.12526089943651,15.301984981638704,50.37816825280258,32.56309574981574,2.716635362525144,7.922996931668274,63.07120473160772,3826.108579185532,84.89419539500402,-3.5964844279609918
Country_186,2014,-1.4326827748273878,17065940.16017388,336249490.29124886,94.38748540513336,6394685078141.535,53.90642308740758,9196584.520720424,34.959113433634265,13.734867186906872,46.04622675301494,2.9762281265286776,8,1651.703080572689,692.5011278440827,78.1668201931433,7.952367168933703,2.968431498843216,107.31304989042268,74.50301335128052,8.181510705325314,91.80284604146864,4464.41744635741,84.30365563826797,37.5406802724012
Country_122,2021,-1.9531671670813897,43695530.79216647,566193023.779375,22.193324088598494,112935985877.67468,32.02828354449727,8764842.440783951,44.27180567769498,6.985307471540567,38.38436171452808,3.3828420085471693,4,2045.5126900260684,1836.6917781854963,16.225237471370246,3.271657267354602,79.07404767842614,129.5018821948786,56.05901213705762,8.179743165641886,33.38081600369248,3199.6107040885377,0.8755109772398129,17.734147952484417
Country_159,2014,-1.7782562624189715,618424981.8600001,1137606361.8016157,0.7975281270136914,697809518608.5183,59.887423975948685,4683144.228659122,47.7562913917995,10.594940523374111,17.123948301298284,1.6593847444599807,47,3727.717517988506,1273.519017835511,72.6634147998787,8.214073986111813,29.011243461025447,58.206778984631725,96.55414205693025,7.713498419964546,77.7367095290329,735.1229255889349,99.1406309437865,35.88375278736652
Country_108,2014,-1.1727517637237237,11617467.502624212,687076899.351928,60.72556045423334,8253663232873.458,62.57982006257328,179399.20834955576,33.195304358139204,14.450683820503617,86.29393240325875,0.1433356160124116,10,1392.5190428502724,1828.524514538832,87.92186727162715,12.863602156103909,8.52280777702521,288.0120180348208,24.462244225245545,8.181234173929669,59.31405478277081,1241.736468795568,36.49182812610559,33.84466701028703
Country_182,2020,-0.1021043375395538,414879379.3453391,701320686.9842488,40.01803398661063,883943247985.3732,74.405963814654,395020.9457228863,-1.784165305843887,3.0451910400737967,5.024845960609192,2.236040180546512,11,1277.8322669992656,2458.9490214203047,55.283079620575016,16.555371012917156,47.91312125698697,209.88061397438125,90.59179045696834,7.87496846508776,32.610697185614946,3717.7145103826338,53.12547638590759,31.155574823809157
Country_191,2015,-1.9026691872231372,350556008.3746839,985550807.5627136,52.52643782885505,3089611264661.9497,37.24148571300859,6707547.046417454,2.0903404480277787,2.4225746151197667,46.64900613777879,2.8381841635989646,40,3255.1934145754217,1928.3517112756865,22.69576119822124,19.40760533701516,40.88781457090116,11.962612303344123,10.312102607775408,7.5880457815500035,16.858327878596448,2031.8419587763844,58.22497426672618,20.885830532925223
Country_134,2021,0.6282737996325656,290709310.02449256,1216330693.1185336,38.062727670541605,4885490280355.175,92.75957755592437,5407642.588133329,13.18918141577861,2.419384435798956,26.606772278869816,2.124771594819334,30,1928.8732478929217,1705.48218867237,21.29628684910352,9.184175783650236,89.28801355627388,71.44192763117265,7.650922626520396,7.774657534174429,6.128665230633468,4602.148909985946,32.44064385142544,17.68175174879174
Country_173,2020,-1.0217544433111525,548480685.5283054,326889486.28676933,2.523007084863149,8994058613770.14,84.8114741170334,3029295.994694169,-3.3949473467508984,13.28403410525933,76.56638002912752,2.82170421961323,22,2492.2202088809427,1581.0298563747522,80.59212926089673,13.160588335657142,75.31683949630542,225.486382583487,41.077288083843946,7.709761234718741,7.699268387065272,3781.243089469405,12.55329265493148,28.504697003483592
Country_143,2020,0.3295361973120063,662232948.3331548,1376087647.250674,49.7327144994203,4257640158336.56,65.33818780717866,5044147.432950246,29.01475318331058,13.870492643937109,89.09191025607407,2.588955564989347,12,978.2953653261836,1773.621879176733,14.23019691659816,10.37821919542651,84.26803650843961,147.53509514781203,23.63861245558376,7.70976363901125,6.172999584145245,3731.765758702467,49.60805129476334,6.456433102920304
Country_102,2018,1.2170825918509278,512919283.8851865,1444953991.6910768,0.4338895013384469,5977696501680.435,21.046930060212432,6920876.05904434,4.80214079585957,14.193928856535882,50.391280823774345,2.873618615755902,17,2453.719871472038,1345.2320918633131,42.43814935290246,14.702690927371922,97.2271761631754,25.81133439549186,44.89682860437948,7.836478725770203,84.59731790819063,1881.6754109102224,43.15059350835069,19.02346490612746
Country_60,2018,-0.7297254209168429,71772840.6034619,244682124.0942073,41.30944937872973,7608404303064.838,65.51344866835397,2979587.857245929,0.0461458678303667,2.5984966756816474,66.5120348226891,0.7003354999638811,23,4671.934767751252,2391.801528713471,94.98932489280745,0.4236127695848068,74.51788602557733,115.57884677935222,98.74652175351622,8.376365830675631,0.5327737674345356,1430.963612414908,59.61486080368704,31.835788658861706
Country_63,2016,0.8116624665159229,962867414.2715604,415971631.7978864,61.59044564789534,8385251716436.309,75.9258599393697,6544521.559178273,0.5361654692284281,8.382732775581463,84.97241377491842,4.540067306561283,32,3014.516503743813,671.9890780236726,46.59158948179317,18.566870918981387,10.022516241516032,61.74807941103306,92.96570649375964,7.68992620575679,97.97022023548313,1680.6676993725896,64.24089965973681,23.384453477557265
Country_59,2017,0.4053843758488802,800610294.2960485,1148396229.9133675,59.28909473738037,266663035290.4437,95.3927652121239,7234168.706020512,-1.0291814724307042,13.827347264881933,65.9901641121971,3.61267685958953,42,1598.3377128020468,551.9458780913453,35.2764809624046,14.404859279327669,86.96004014795965,62.401965660542494,96.23517406133934,7.6826886888198525,51.83230109044029,2192.546991004386,9.42931694390504,19.575512748858998
Country_66,2018,1.3267102157712007,274013495.0317945,165011638.5808004,19.701179570897764,9666183469187.926,50.36579914720761,1997803.7796962915,20.77593770179281,10.670156055638998,72.3695188498083,2.8036219339662285,4,1671.2041184033508,1514.7321227917837,58.66424523902955,9.577520338329837,95.61450903230664,88.62633349368177,57.11271756471125,7.689893398380239,99.78886412178424,4095.655711888333,62.6539047909657,5.043854529520607
Country_103,2016,-0.8509301881934439,94718456.25933966,812475972.7171926,84.85245983974879,3648717436216.82,40.7108578239683,1768730.4369990733,18.678295498814144,13.531348882882668,32.38062473809094,4.692279165759527,26,1279.6652451682012,1001.9646716535592,13.836681567383046,4.30629153198645,97.99457023576892,55.32187283512402,17.32286887986629,8.09496197082157,49.03794031629173,1205.8905261027785,88.75403123832646,13.431349672966896
Country_106,2020,-0.9067682348373745,149845657.49422508,875423914.3484991,40.31706536560355,1457782742201.1418,91.2442674215666,3523919.9475054247,37.41247826747894,10.316959895640032,69.8743616882795,4.09277931098358,8,4464.068709261061,1452.2442866642896,13.025636816715968,11.897378340016363,3.340536712038511,116.90421966904177,25.441003139725893,7.793381686936376,9.033449340163468,1917.624268779086,0.4746037325135899,3.1041938548775327
